LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
,?,2,2,,?,?,?,?,?,?,51207.887,,46950.88,,40111.27,,,,,4827.0024,4759.8335,,?
,?,?,?,,?,?,?,0,?,?,,,,,,,,,,,,,?
168102.88,?,?,?,,0,?,0,?,?,?,51207.887,,46950.88,43163.574,,,,5969.9854,,,4759.8335,,?
,?,?,?,,?,?,?,?,?,?,,,,,,38642.25,,,,4827.0024,,,?
168102.88,?,?,?,,?,?,?,?,?,?,,49143.703,,,40111.27,,5675.807,,,,4759.8335,,0
,?,?,?,,?,?,?,0,?,?,,,,,,,,,,,,,0
,?,2,?,,?,0,?,0,?,?,,,46950.88,,40111.27,,,,,,,,?
,?,?,?,,0,?,?,?,?,?,,,,43163.574,,,5675.807,,,,,5217.3345,?
,2,?,?,35.4775,?,?,?,?,0,?,51207.887,,,,40111.27,,,5969.9854,,4827.0024,,5217.3345,?
,?,?,?,,0,0,0,?,?,?,51207.887,,,,,,,5969.9854,,4827.0024,,,?
168102.88,?,?,?,,?,?,?,0,?,?,,,,,,,5675.807,,,,,,?
,?,?,2,,0,?,?,0,?,?,,,,,,,,,,,,,?
,2,?,2,,?,?,?,0,?,?,,,,43163.574,,,,,,,,5217.3345,?
,?,?,2,,?,0,?,?,?,?,51207.887,,,43163.574,,,,,5204.782,,4759.8335,5217.3345,?
,?,?,?,35.4775,?,?,?,?,0,?,,,,,40111.27,,,5969.9854,,,,,?
,?,?,?,35.4775,0,?,0,?,0,?,,,,,,38642.25,,,,4827.0024,4759.8335,,0
,?,?,?,,?,?,?,?,?,?,51207.887,,46950.88,,,,,5969.9854,5204.782,,,,?
168102.88,?,?,?,,?,?,?,?,?,?,,,,,40111.27,,,,,4827.0024,,,?
,?,?,?,,?,?,?,?,0,?,,,,,,,5675.807,,,,,,?
,?,2,?,,0,0,?,?,?,0,51207.887,,,,40111.27,,5675.807,5969.9854,,,,,?
,?,?,?,,?,?,?,?,?,?,,,,,,,,,,4827.0024,,,?
168102.88,?,2,?,,?,?,?,?,?,?,,,,,40111.27,,,5969.9854,5204.782,,,,?
,?,?,?,,?,0,0,?,?,0,,,,,,,5675.807,,,,,,?
,?,?,?,,?,?,?,?,?,0,51207.887,49143.703,46950.88,,40111.27,,5675.807,,,,,,?
,?,?,?,,?,0,?,?,?,?,51207.887,49143.703,,,,,,,,,,,?
168102.88,?,?,?,,?,0,?,0,0,?,,49143.703,,,,,,5969.9854,,,,5217.3345,?
,2,?,?,,?,?,?,0,0,?,,,,,,38642.25,,,,,,,0
,?,?,?,,0,?,?,0,0,?,,,46950.88,,,38642.25,,,,,,,?
,2,2,2,,?,?,?,?,?,?,,49143.703,46950.88,,,,,5969.9854,,,,,?
,?,?,?,,0,?,?,?,0,?,51207.887,,,,,,,,,,,,0
168102.88,?,?,?,35.4775,?,?,0,?,?,?,,,,,,,,5969.9854,,,,,0
168102.88,?,?,2,,?,?,?,?,?,0,,,,,,,5675.807,,,,,5217.3345,?
,2,?,?,,?,?,?,?,0,0,51207.887,,46950.88,,,,,,,,,,?
168102.88,?,?,?,,?,?,?,?,?,0,,,46950.88,,,,,5969.9854,,,4759.8335,,?
,?,?,?,,?,?,?,?,?,0,51207.887,,,,,,5675.807,5969.9854,,4827.0024,,5217.3345,?
,?,?,?,35.4775,?,?,?,?,?,0,,,,,40111.27,,,,,,,,0
,?,?,?,,?,?,?,?,0,?,,,,,,,,,,,,,?
,?,?,2,,?,?,?,0,?,?,,,,,,,,,5204.782,,,,?
,?,?,?,,?,?,0,?,0,?,,49143.703,,,,,,,,,,,0
168102.88,?,?,?,,?,0,0,?,?,?,,,46950.88,,40111.27,,,,,,4759.8335,,?
,?,?,?,35.4775,?,0,?,?,?,?,,,,,,,,,,,,,0
