Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
,,2.8259637,0.37984067,,,,,,,
53.327137,,2.8259637,,0.21438098,,,,,193.55612,g
,,,,,,,,,,g
,,,,,,,,,,
,,,,0.21438098,,,,,193.55612,
53.327137,,,,0.21438098,,10.532788,0.35601076,,,
53.327137,,,0.37984067,,,,,,,
,,,,,,,,,,
53.327137,,,,0.21438098,,,,27.546112,,
,,,,,,,,,193.55612,
,22.22228,,0.37984067,,,,0.35601076,,193.55612,
,,,,,,,0.35601076,,,
,,,,,,,,,,
53.327137,,,0.37984067,,,,0.35601076,,193.55612,
,,,0.37984067,,-4.503361,,,,,
,,,,,,,,27.546112,,
,,,,,,10.532788,,,193.55612,
,,,0.37984067,,,10.532788,,,193.55612,
,,,0.37984067,,-4.503361,,,,193.55612,
,22.22228,,0.37984067,,-4.503361,,,,,
,22.22228,2.8259637,0.37984067,,,,0.35601076,,,
,,,0.37984067,,-4.503361,,,,193.55612,
,,,,,,10.532788,,,,
,,,,0.21438098,,,,,,
,,,0.37984067,,-4.503361,,,27.546112,,
,,,,,,,,,,
,,,0.37984067,,-4.503361,,,,,g
,,,,,-4.503361,,,,,
,,2.8259637,,,,,0.35601076,,,g
,,,,0.21438098,,,0.35601076,,,
,22.22228,,0.37984067,0.21438098,,,,,,g
,,,,0.21438098,,,,,,g
,,2.8259637,,,,,,,,
,22.22228,2.8259637,,0.21438098,,10.532788,,,,
,,2.8259637,,,,10.532788,0.35601076,,193.55612,
,,,,,,,,,,g
,22.22228,,,,,10.532788,0.35601076,,,
,22.22228,,,,,,,,,
,,,,,-4.503361,,,,,g
,,,,,,,,,,
,22.22228,,,,,,,,193.55612,
,,,,,,,0.35601076,,,g
53.327137,,,,0.21438098,-4.503361,,,,193.55612,
53.327137,22.22228,,,,,,,,,
,,,,,,,,,,
,,,,,-4.503361,,,,193.55612,
53.327137,,,,,,,,,,
,,2.8259637,,,-4.503361,10.532788,,,,
,,,,,,10.532788,0.35601076,,,g
,,,,,,10.532788,,,,
