age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
28.653697967529297, Private,248345.234375, 11th,6.810547828674316, Never-married, Handlers-cleaners, Not-in-family, White, Male,124.53955078125,56.99613952636719,40.34174346923828, United-States, <=50K
41.33052062988281, Self-emp-not-inc,163794.640625, HS-grad,9.014382362365723, Married-civ-spouse, Craft-repair, Husband, White, Male,346.382080078125,115.05322265625,48.48954772949219, United-States, <=50K
39.46176528930664, Local-gov,219467.125, Assoc-acdm,11.70775318145752, Married-civ-spouse, Protective-serv, Husband, White, Male,1015.4283447265625,81.55946350097656,48.480255126953125, United-States, >50K
43.97136688232422, Private,272995.0, Some-college,9.972259521484375, Married-civ-spouse, Craft-repair, Husband, White, Male,822.79150390625,3.5428085327148438,43.27893829345703, United-States, >50K
21.16111946105957, Private,175228.828125, Some-college,9.971294403076172, Never-married, Other-service, Own-child, White, Female,97.3729248046875,53.850093841552734,24.05599594116211, United-States, <=50K
26.949810028076172, Private,194839.71875, 10th,5.636571407318115, Never-married, Craft-repair, Not-in-family, White, Female,111.626220703125,38.25654983520508,40.44315719604492, United-States, <=50K
30.980361938476562, Private,251310.09375, HS-grad,8.987371444702148, Never-married, Other-service, Not-in-family, White, Female,144.7216796875,47.66807556152344,38.86457443237305, United-States, <=50K
62.8322639465332, Self-emp-not-inc,178326.0625, Prof-school,15.079236030578613, Married-civ-spouse, Prof-specialty, Husband, White, Male,3015.4296875,62.0086669921875,29.671920776367188, United-States, <=50K
29.50667953491211, Private,185161.765625, Some-college,9.974472045898438, Never-married, Adm-clerical, Not-in-family, Black, Female,123.8961181640625,24.93563461303711,34.905426025390625, United-States, <=50K
63.52985382080078, Private,163548.125, 7th-8th,4.022260665893555, Married-civ-spouse, Craft-repair, Husband, White, Male,256.50628662109375,61.376609802246094,42.07472229003906, United-States, <=50K
43.9292106628418, Private,178360.5625, HS-grad,9.015486717224121, Married-civ-spouse, Craft-repair, Husband, White, Male,1916.3350830078125,5.4726715087890625,42.28340148925781, United-States, >50K
44.03745651245117, Private,184972.9375, Bachelors,13.035684585571289, Married-civ-spouse, Prof-specialty, Husband, White, Male,730.627197265625,139.7837371826172,41.30570983886719, United-States, >50K
31.919109344482422, Private,197949.390625, HS-grad,9.00874137878418, Never-married, Adm-clerical, Not-in-family, White, Female,156.8656005859375,50.92216491699219,39.629180908203125, United-States, <=50K
45.00291442871094, Private,178850.390625, HS-grad,9.019182205200195, Married-civ-spouse, Craft-repair, Husband, White, Male,391.5535888671875,60.8790283203125,40.39373779296875, United-States, <=50K
41.07926940917969, Private,180956.03125, HS-grad,9.01414966583252, Married-civ-spouse, Craft-repair, Husband, White, Male,1160.9678955078125,51.594482421875,42.94077682495117, United-States, <=50K
44.27205276489258, Private,174744.703125, Masters,13.851743698120117, Married-civ-spouse, Exec-managerial, Husband, White, Male,9005.5224609375,574.854248046875,48.39043045043945, United-States, >50K
20.4995174407959, Private,199465.09375, Some-college,9.933830261230469, Never-married, Other-service, Own-child, White, Male,42.0030517578125,115.72819519042969,21.800065994262695, United-States, <=50K
41.31205368041992, Private,181115.5, HS-grad,9.034628868103027, Married-civ-spouse, Other-service, Wife, White, Female,947.20751953125,93.08628845214844,37.16543197631836, United-States, >50K
53.252437591552734, Private,211170.765625, HS-grad,9.029868125915527, Divorced, Other-service, Unmarried, White, Female,99.3836669921875,40.21670150756836,38.70379638671875, United-States, <=50K
45.42730712890625, Private,199193.34375, Doctorate,15.998283386230469, Married-civ-spouse, Prof-specialty, Husband, White, Male,2527.07958984375,310.2481689453125,43.77418518066406, Taiwan, >50K
41.63206481933594, Private,184632.609375, Bachelors,12.953821182250977, Married-civ-spouse, Exec-managerial, Husband, White, Male,2436.12890625,262.5113830566406,45.382843017578125, United-States, >50K
22.63253402709961, Private,209881.34375, Some-college,9.970392227172852, Never-married, Adm-clerical, Unmarried, White, Female,82.76171875,38.20457077026367,35.08872604370117, United-States, <=50K
62.01668930053711, Private,171150.84375, 7th-8th,4.356401443481445, Widowed, Other-service, Not-in-family, White, Female,65.8043212890625,16.92987823486328,21.363258361816406, United-States, <=50K
30.569652557373047, Private,223728.3125, Bachelors,12.848625183105469, Never-married, Prof-specialty, Not-in-family, White, Female,165.06793212890625,36.04718780517578,38.10211181640625, United-States, <=50K
39.0765380859375, Private,174023.78125, Bachelors,12.992496490478516, Married-civ-spouse, Prof-specialty, Husband, White, Male,229.36590576171875,53.915863037109375,40.91576385498047, United-States, <=50K
43.78052520751953, Private,176705.609375, HS-grad,8.970611572265625, Married-civ-spouse, Farming-fishing, Husband, White, Male,1981.79150390625,24.067955017089844,44.83671188354492, United-States, >50K
22.506771087646484, Private,219543.28125, HS-grad,9.002890586853027, Never-married, Other-service, Own-child, White, Female,170.45245361328125,38.272377014160156,38.20733642578125, United-States, <=50K
40.88536071777344, Private,274775.5, HS-grad,8.96923542022705, Never-married, Craft-repair, Own-child, White, Female,135.3055419921875,53.91244125366211,39.65315628051758, United-States, <=50K
41.1185302734375, Private,176025.5, HS-grad,9.001769065856934, Married-civ-spouse, Craft-repair, Husband, White, Male,449.0789794921875,72.36986541748047,41.9649772644043, United-States, <=50K
35.783058166503906, Private,179679.8125, Some-college,9.955190658569336, Never-married, Craft-repair, Not-in-family, White, Male,230.52032470703125,80.36219787597656,40.398868560791016, United-States, <=50K
44.278892517089844, Private,276579.96875, Some-college,10.25670337677002, Married-civ-spouse, Exec-managerial, Husband, White, Male,1162.9716796875,11.069526672363281,44.21893310546875, United-States, >50K
56.108943939208984, Private,175544.8125, 11th,6.875659465789795, Divorced, Exec-managerial, Unmarried, White, Female,484.05523681640625,68.48139953613281,35.40484619140625, United-States, <=50K
34.7054557800293, Private,172002.203125, Bachelors,13.005459785461426, Never-married, Prof-specialty, Not-in-family, White, Male,518.8636474609375,60.314144134521484,43.38383865356445, United-States, <=50K
37.555118560791016, State-gov,191032.140625, Some-college,9.954779624938965, Married-civ-spouse, Protective-serv, Husband, White, Male,261.64544677734375,38.610137939453125,42.97539138793945, United-States, <=50K
41.25950241088867, Private,197866.453125, HS-grad,8.998823165893555, Divorced, Adm-clerical, Unmarried, White, Female,57.697998046875,30.926223754882812,39.52509689331055, United-States, <=50K
42.45735168457031, Private,170322.953125, HS-grad,9.008966445922852, Married-civ-spouse, Craft-repair, Husband, White, Male,522.072998046875,84.52782440185547,30.256492614746094, United-States, <=50K
42.04420852661133, Private,188481.875, Bachelors,12.977704048156738, Married-civ-spouse, Prof-specialty, Husband, White, Male,1474.5615234375,386.261474609375,45.370689392089844, United-States, >50K
