Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
,,2.6229615211486816,0.3960462808609009,,,,,,,
46.68016815185547,,2.2824039459228516,,0.3748398423194885,,,,,190.62644958496094,h
,,,,,,,,,,g
,,,,,,,,,,
,,,,0.2688119113445282,,,,,117.07958984375,
51.85298156738281,,,,0.2196277529001236,,4.408039093017578,-0.0303533673286438,,,
96.17108154296875,,,0.26839494705200195,,,,,,,
,,,,,,,,,,
46.82341766357422,,,,0.15950478613376617,,,,15.712230682373047,,
,,,,,,,,,117.7217788696289,
,41.01324462890625,,0.19449979066848755,,,,-3.2287189960479736,,215.48858642578125,
,,,,,,,-0.10492652654647827,,,
,,,,,,,,,,
39.89655685424805,,,0.37526848912239075,,,,-0.2787702977657318,,199.85243225097656,
,,,0.4288672208786011,,6.450535297393799,,,,,
,,,,,,,,122.13428497314453,,
,,,,,,-2.0002527236938477,,,157.81068420410156,
,,,0.45474836230278015,,,14.950244903564453,,,180.57080078125,
,,,0.4361143708229065,,1.7096948623657227,,,,200.640869140625,
,24.032203674316406,,0.22606243193149567,,-1.6001670360565186,,,,,
,19.578907012939453,2.7771871089935303,0.19763100147247314,,,,-1.444884181022644,,,
,,,0.3984718322753906,,10.18203353881836,,,,185.25375366210938,
,,,,,,15.00753402709961,,,,
,,,,0.14507471024990082,,,,,,
,,,0.2352321445941925,,-0.7422161102294922,,,53.05652618408203,,
,,,,,,,,,,
,,,0.09311363101005554,,-57.91749572753906,,,,,h
,,,,,-3.7812976837158203,,,,,
,,2.394038438796997,,,,,-1.5230027437210083,,,g
,,,,0.06445713341236115,,,4.276682376861572,,,
,45.61244201660156,,0.28399839997291565,0.24473337829113007,,,,,,g
,,,,0.4576459527015686,,,,,,g
,,2.0554027557373047,,,,,,,,
,20.334400177001953,2.5900063514709473,,0.2578587830066681,,10.020987510681152,,,,
,,2.9469571113586426,,,,18.76519775390625,0.7493293285369873,,189.02268981933594,
,,,,,,,,,,g
,7.927990913391113,,,,,-16.83322525024414,2.485215663909912,,,
,16.935367584228516,,,,,,,,,
,,,,,-9.706615447998047,,,,,g
