Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
30.951248168945312,15.345952033996582,2.526252269744873,0.41494622826576233,0.2446025311946869,17.62822151184082,7.74883508682251,-0.4811287820339203,53.196693420410156,145.38632202148438,g
32.050010681152344,16.15020751953125,2.2667763233184814,0.5657129287719727,0.36541295051574707,2.0746474266052246,-1.3593168258666992,-1.2030185461044312,49.66246032714844,156.7681884765625,h
14.197223663330078,4.402891159057617,2.271759510040283,0.6247094869613647,0.376323938369751,12.727392196655273,-0.8207950592041016,0.45987921953201294,34.163822174072266,182.67037963867188,g
55.212371826171875,19.31422996520996,2.890732526779175,0.328838586807251,0.1635177731513977,-12.705718994140625,11.791542053222656,0.5722188353538513,14.893271446228027,196.3087921142578,g
19.51557159423828,12.763528823852539,2.4277806282043457,0.46650272607803345,0.26822102069854736,22.098812103271484,-3.616887092590332,0.5460150241851807,34.670413970947266,118.44583129882812,h
51.93295669555664,8.328322410583496,2.7970547676086426,0.3983573913574219,0.21896077692508698,2.479005813598633,5.8163347244262695,0.3788541853427887,41.2608757019043,165.5584716796875,g
104.32968139648438,36.575828552246094,3.2022416591644287,0.2631961405277252,0.1295216679573059,1.4585561752319336,-37.13653564453125,2.290048122406006,46.620994567871094,209.44259643554688,h
40.179649353027344,15.141692161560059,2.514509677886963,0.45437467098236084,0.2803264856338501,8.894716262817383,5.607855319976807,-0.2490343153476715,51.21632385253906,176.33358764648438,g
46.779361724853516,20.938499450683594,2.8505773544311523,0.3114718198776245,0.15992683172225952,-1.8614895343780518,24.28176498413086,0.14782565832138062,17.003843307495117,193.85507202148438,g
8.680557250976562,7.026881217956543,2.1299381256103516,0.6541879177093506,0.4068242907524109,-0.1270275115966797,-10.64127254486084,-0.10029393434524536,33.083763122558594,117.7217788696289,h
143.69351196289062,42.48088836669922,3.715555191040039,0.20483948290348053,0.09928125143051147,-29.692068099975586,-32.15719223022461,5.439247131347656,42.615169525146484,197.06069946289062,h
36.34606170654297,14.862701416015625,2.671062469482422,0.3548109829425812,0.20188209414482117,13.51821517944336,9.21226692199707,-0.10492652654647827,23.119831085205078,184.13644409179688,g
61.21233367919922,16.519081115722656,2.9689536094665527,0.2976382076740265,0.15651845932006836,10.462091445922852,8.460684776306152,1.2261559963226318,17.976268768310547,200.65296936035156,g
39.04452896118164,15.981172561645508,2.7704148292541504,0.377042293548584,0.20462793111801147,8.869037628173828,23.34341812133789,0.2167668640613556,18.68185043334961,191.10655212402344,g
38.83189010620117,11.674620628356934,2.689169406890869,0.42882609367370605,0.23138245940208435,5.9960618019104,8.103036880493164,1.254179835319519,25.98297691345215,179.1734619140625,g
295.82647705078125,72.97681427001953,5.271091461181641,0.06139349937438965,0.021765023469924927,-81.0012435913086,-181.8690185546875,21.857025146484375,122.13428497314453,286.5709228515625,h
13.4981689453125,9.744546890258789,2.222144365310669,0.5997941493988037,0.349770188331604,9.131244659423828,-6.838557243347168,0.43377846479415894,36.879173278808594,155.94911193847656,g
32.255096435546875,10.565465927124023,2.6263182163238525,0.4540517330169678,0.24700848758220673,8.897262573242188,12.62762451171875,0.2566896975040436,20.98637580871582,185.1041717529297,g
57.105438232421875,17.689311981201172,2.9223480224609375,0.43942689895629883,0.22873836755752563,-10.918112754821777,13.508123397827148,0.8987166881561279,10.103290557861328,203.59356689453125,g
57.420257568359375,23.709325790405273,3.1280016899108887,0.22582688927650452,0.11798948794603348,0.37076711654663086,35.63348388671875,-0.06638786196708679,7.927850723266602,200.8013458251953,g
71.9391098022461,32.35420227050781,3.2197518348693848,0.14719358086585999,0.08498390018939972,20.96114158630371,42.992549896240234,0.09245681762695312,9.787181854248047,230.9296417236328,g
32.235267639160156,12.235458374023438,2.654813528060913,0.3976961672306061,0.2394443303346634,12.334991455078125,19.114702224731445,-0.20809122920036316,21.54669189453125,186.69012451171875,g
45.32255172729492,34.95122528076172,2.915147542953491,0.3167875409126282,0.18185600638389587,-21.431934356689453,15.00753402709961,-1.2796103954315186,45.5715217590332,182.646484375,h
43.379364013671875,23.043466567993164,3.0517399311065674,0.2939695715904236,0.14507471024990082,-6.201634407043457,25.000476837158203,-0.0034956037998199463,15.999853134155273,199.57012939453125,g
64.04179382324219,24.114328384399414,3.01731538772583,0.23377233743667603,0.10357402265071869,1.4307527542114258,12.903863906860352,0.8611944913864136,46.439666748046875,187.3131561279297,g
