Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
,,0.8323367834091187,26.977210998535156,,,,,,,?,2,?,1,?,Returning_Visitor,?,?
,,0.08865156769752502,4.611030578613281,,,,,,,?,?,?,?,4,?,?,?
,,,,,,,,,,?,?,2,?,?,?,?,False
,13.208747863769531,,,,271.14898681640625,,0.1051865890622139,0.5589799880981445,,?,?,2,?,?,Returning_Visitor,?,?
,,,,,,,,,,?,?,?,?,?,?,False,?
,,0.08428004384040833,,,,0.012116595171391964,,,,?,?,?,?,?,?,?,?
4.590961456298828,,,10.441509246826172,,1919.18994140625,,,,0.0009263940155506134,?,2,?,?,?,?,?,?
,,0.05653533339500427,,,,,,,,?,?,?,?,?,?,?,True
,,0.01761317253112793,,,,0.0178549662232399,,0.5957198143005371,,?,?,?,1,?,Returning_Visitor,?,?
,,,,,,,,,,?,2,?,?,?,?,?,?
,,0.0708613395690918,,,170.56207275390625,,,,,Nov,?,?,1,?,?,False,?
,,,61.629371643066406,,1949.85986328125,,,,0.0071186162531375885,?,?,2,?,2,?,False,?
,,,,,853.7576293945312,0.00256962887942791,0.014888439327478409,,,?,2,?,?,?,?,?,?
4.717316150665283,,0.1321554183959961,,,,0.0030040740966796875,,,,?,?,?,?,2,?,?,?
,,,,,855.1405639648438,,,,,?,?,?,?,?,Returning_Visitor,?,False
,,1.2286559343338013,,,,,,,,?,?,?,?,?,?,?,?
,78.3893814086914,,-0.4752616882324219,,,,,3.445340871810913,,?,?,?,?,2,?,?,?
,,,,43.03446578979492,,,,,0.00985773652791977,?,?,1,?,?,?,?,True
,,0.15159711241722107,,,,,0.014580942690372467,,0.028815891593694687,Nov,?,?,?,?,?,False,?
,,,2.780332565307617,,,,,,9.317323565483093e-05,?,?,2,?,?,?,?,?
,,,,18.35478973388672,695.0244140625,,0.05761777609586716,,0.34104108810424805,?,?,?,?,?,?,False,?
,,0.007627546787261963,4.347677230834961,,73.264892578125,,,,,?,?,?,?,?,?,?,False
,107.61157989501953,,,,,0.006933697499334812,0.02184136211872101,,,?,?,1,?,?,?,?,?
,,,,,,,,,0.1128922626376152,?,?,?,?,3,?,?,?
,,,,,,,,,0.2032679319381714,?,?,?,?,?,?,?,False
,,,,,,,,1.5204277038574219,,?,2,2,?,?,?,False,False
,,,3.2132835388183594,,1146.234375,0.034824565052986145,,,,?,?,?,?,?,?,?,?
,,,,,,,,,,?,?,?,?,3,?,?,?
0.22273588180541992,,0.021715402603149414,,,,,,,,?,?,?,?,?,Returning_Visitor,?,?
4.206671237945557,135.6401824951172,,,,,,,,,?,?,2,1,?,?,False,?
,,,,,118.48095703125,,,,,?,?,?,?,?,?,?,?
,,,,14.944828033447266,677.5297241210938,0.06909811496734619,0.09629876911640167,,0.002053074538707733,?,2,?,?,?,?,?,?
,,,,,,0.01421778928488493,,,,?,2,2,?,?,?,?,?
,,,,,,0.004443436861038208,,,,?,?,2,?,1,Returning_Visitor,?,?
9.12702751159668,,,,,,0.009606917388737202,,,,Nov,?,?,1,?,?,?,?
,,1.168957233428955,79.5144271850586,,,,,,,Nov,?,?,?,?,?,?,False
,,,,,334.9954833984375,,,0.8288993835449219,0.0005585327744483948,?,?,?,1,?,?,False,?
,,,,,,,0.07616850733757019,2.131007432937622,0.020070161670446396,?,?,?,?,?,?,?,?
7.587799549102783,224.15792846679688,,,,,0.001043057069182396,,,,?,?,?,?,?,?,?,False
,,,93.84056091308594,,571.1793212890625,,,,,?,?,?,?,?,?,?,False
0.18653345108032227,,,,4.348386764526367,,,0.19198690354824066,,,?,?,?,?,?,?,?,?
6.993592262268066,,,,,1470.841796875,0.013992149382829666,,,-0.003421492874622345,?,?,?,?,?,?,False,?
,,,,,807.0504150390625,,,,,Mar,?,?,1,?,?,?,?
