Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.8214269876480103,48.85704040527344,0.24087411165237427,12.674903869628906,34.427696228027344,900.95263671875,0.045503295958042145,0.06781239807605743,0.5958957672119141,0.10565736889839172,May,2,2,1,1,Returning_Visitor,False,False
1.3562209606170654,6.191749572753906,0.087868332862854,-5.228435516357422,14.23499870300293,290.50738525390625,-0.008126262575387955,0.029028883203864098,4.699588775634766,0.0756266862154007,Mar,2,2,1,2,Returning_Visitor,False,False
6.495856761932373,205.91015625,1.2490204572677612,10.141252517700195,108.44062805175781,5888.3115234375,0.013614671304821968,0.011209018528461456,23.60688018798828,0.04058616980910301,Nov,2,2,1,2,Returning_Visitor,False,False
0.5234978199005127,-4.9993896484375,0.040132224559783936,-6.539157867431641,3.4225120544433594,269.10833740234375,0.07268933951854706,0.08819381892681122,0.9884738922119141,0.10393026471138,May,2,2,1,1,Returning_Visitor,False,False
1.5010054111480713,31.03067398071289,-0.01903820037841797,-8.678977966308594,7.838535308837891,125.225830078125,-0.00642010010778904,0.02670123800635338,4.631381988525391,0.03888612240552902,Mar,2,2,1,2,Returning_Visitor,False,False
0.613444447517395,5.2946929931640625,0.02784070372581482,6.652126312255859,34.28236770629883,895.3028564453125,-0.00046484731137752533,0.037874188274145126,2.3591902256011963,0.08288046717643738,May,1,2,1,3,Returning_Visitor,False,False
2.9454345703125,130.7344970703125,0.522534966468811,-6.25701904296875,31.43797492980957,1292.033447265625,0.0027075577527284622,0.021017825230956078,4.461387634277344,0.06306643784046173,Nov,2,2,1,2,Returning_Visitor,False,False
4.750179767608643,267.70263671875,0.7815797924995422,15.661958694458008,30.435060501098633,894.7593994140625,0.0051336269825696945,0.00928911566734314,2.873975992202759,0.012714780867099762,Nov,1,1,1,2,Returning_Visitor,False,False
-0.3016166687011719,-12.44329833984375,-0.023228108882904053,-4.2209625244140625,-7.632715225219727,314.03173828125,0.0714627057313919,0.03143010288476944,-2.6053647994995117,0.14293476939201355,Mar,2,2,1,1,Returning_Visitor,False,False
-0.2138981819152832,-12.707954406738281,0.0034551024436950684,-5.8733978271484375,-4.242238998413086,298.03460693359375,0.07049470394849777,0.03283099830150604,-2.6852807998657227,0.11196989566087723,Mar,2,2,1,1,Returning_Visitor,False,False
-0.22464728355407715,10.537849426269531,0.07568395137786865,6.3366241455078125,-1.4512271881103516,30.41357421875,0.1696924865245819,0.20062990486621857,1.3196358680725098,0.14462263882160187,Nov,3,2,1,1,Returning_Visitor,False,False
3.891448497772217,164.08718872070312,0.9663762450218201,74.08761596679688,65.59603118896484,2903.28466796875,-0.010855443775653839,0.012717993929982185,3.4582247734069824,0.07349170744419098,Nov,2,2,1,2,Returning_Visitor,False,False
2.6378040313720703,122.1288070678711,0.46271103620529175,23.582975387573242,36.87843704223633,636.74951171875,-0.004743343219161034,0.019711805507540703,25.63901138305664,0.06889733672142029,Nov,2,2,1,2,Returning_Visitor,False,False
2.614945888519287,193.93621826171875,0.5187745094299316,-8.455005645751953,30.475032806396484,174.71087646484375,-0.003675512969493866,0.023394785821437836,4.654874801635742,0.004350986331701279,May,2,2,1,2,Returning_Visitor,False,False
1.0348494052886963,3.871856689453125,0.051984816789627075,-1.1455764770507812,17.739700317382812,560.6031494140625,0.008211428299546242,0.04519040137529373,4.540227890014648,0.09529615938663483,Mar,2,2,1,2,Returning_Visitor,False,False
1.2644293308258057,60.95626449584961,0.201328307390213,146.49771118164062,51.491180419921875,933.7200927734375,0.014087018556892872,0.032891176640987396,1.9046297073364258,0.05251825228333473,Mar,2,2,1,2,Returning_Visitor,False,False
3.03554368019104,90.84156036376953,0.44481849670410156,7.2957000732421875,43.073875427246094,1958.9764404296875,0.007533162832260132,0.030584773048758507,1.6620798110961914,0.06472507864236832,May,1,2,1,2,Returning_Visitor,False,False
2.340371608734131,87.34251403808594,0.41051313281059265,7.311496734619141,34.388858795166016,1087.83740234375,-0.0003451835364103317,0.012346833944320679,23.165058135986328,0.0017514489591121674,Nov,2,2,1,2,Returning_Visitor,False,False
